date,country,price,times_viewed
2017-11-28 00:00:00,Australia,40.400000000000006,97.0
2017-11-28 00:00:00,Belgium,130.0,1.0
2017-11-28 00:00:00,EIRE,375.99,545.0
2017-11-28 00:00:00,France,134.25,343.0
2017-11-28 00:00:00,Germany,139.02999999999997,367.0
2017-11-28 00:00:00,Portugal,208.74999999999986,771.0
2017-11-28 00:00:00,USA,141.0,1.0
2017-11-28 00:00:00,United Kingdom,13281.120000000281,12922.0
2017-11-29 00:00:00,Denmark,2.1,15.0
2017-11-29 00:00:00,France,120.02000000000002,240.0
2017-11-29 00:00:00,Germany,4.6,5.0
2017-11-29 00:00:00,Japan,6.140000000000001,3.0
2017-11-29 00:00:00,Netherlands,49.33000000000001,240.0
2017-11-29 00:00:00,Nigeria,6.8,6.0
2017-11-29 00:00:00,United Kingdom,13222.97000000031,13650.0
2017-11-30 00:00:00,EIRE,194.2199999999999,192.0
2017-11-30 00:00:00,France,98.15000000000002,121.0
2017-11-30 00:00:00,Germany,12.850000000000001,2.0
2017-11-30 00:00:00,Poland,40.17999999999999,206.0
2017-11-30 00:00:00,Spain,3.35,2.0
2017-11-30 00:00:00,United Kingdom,12941.500000000246,15243.0
2017-12-01 00:00:00,Channel Islands,145.77999999999997,334.0
2017-12-01 00:00:00,France,184.72999999999993,184.0
2017-12-01 00:00:00,Italy,24.15,10.0
2017-12-01 00:00:00,Netherlands,77.52000000000002,195.0
2017-12-01 00:00:00,Spain,92.03,149.0
2017-12-01 00:00:00,United Kingdom,9163.070000000029,11652.0
2017-12-02 00:00:00,Cyprus,179.97999999999993,212.0
2017-12-02 00:00:00,United Kingdom,1263.2800000000009,3101.0
2017-12-03 00:00:00,Belgium,78.24999999999999,123.0
2017-12-03 00:00:00,France,76.38,227.0
2017-12-03 00:00:00,Germany,49.2,98.0
2017-12-03 00:00:00,United Kingdom,6229.109999999952,8096.0
2017-12-04 00:00:00,Australia,10.100000000000001,4.0
2017-12-04 00:00:00,EIRE,484.64999999999986,403.0
2017-12-04 00:00:00,France,14.96,55.0
2017-12-04 00:00:00,Germany,151.98000000000002,444.0
2017-12-04 00:00:00,Greece,104.04000000000002,397.0
2017-12-04 00:00:00,Norway,123.28,175.0
2017-12-04 00:00:00,Spain,58.699999999999996,71.0
2017-12-04 00:00:00,United Kingdom,12189.79000000019,11202.0
2017-12-05 00:00:00,Australia,2.5,5.0
2017-12-05 00:00:00,Austria,95.84000000000002,122.0
2017-12-05 00:00:00,Denmark,9.7,3.0
2017-12-05 00:00:00,EIRE,97.35000000000002,255.0
2017-12-05 00:00:00,France,179.6,141.0
2017-12-05 00:00:00,Netherlands,104.15,51.0
2017-12-05 00:00:00,Portugal,85.60000000000002,121.0
2017-12-05 00:00:00,United Kingdom,8892.26999999999,11906.0
2017-12-06 00:00:00,Germany,376.69999999999993,422.0
2017-12-06 00:00:00,Sweden,4.85,17.0
2017-12-06 00:00:00,United Kingdom,10886.990000000053,10071.0
2017-12-07 00:00:00,Belgium,0.85,10.0
2017-12-07 00:00:00,Channel Islands,26.15,7.0
2017-12-07 00:00:00,EIRE,133.31,104.0
2017-12-07 00:00:00,France,32.2,12.0
2017-12-07 00:00:00,United Arab Emirates,132.71,280.0
2017-12-07 00:00:00,United Kingdom,10651.38000000005,11572.0
2017-12-08 00:00:00,EIRE,20.9,7.0
2017-12-08 00:00:00,Germany,13.350000000000001,13.0
2017-12-08 00:00:00,United Kingdom,4864.069999999974,7902.0
2017-12-10 00:00:00,EIRE,96.24000000000001,126.0
2017-12-10 00:00:00,Finland,50.89,31.0
2017-12-10 00:00:00,France,237.2199999999999,645.0
2017-12-10 00:00:00,Germany,30.32,34.0
2017-12-10 00:00:00,United Kingdom,4568.1999999999825,7685.0
2017-12-11 00:00:00,Cyprus,262.2199999999999,441.0
2017-12-11 00:00:00,EIRE,17.7,7.0
2017-12-11 00:00:00,Germany,489.39000000000004,1724.0
2017-12-11 00:00:00,United Kingdom,19097.67000000029,14845.0
2017-12-12 00:00:00,Denmark,57.879999999999995,63.0
2017-12-12 00:00:00,EIRE,435.5799999999998,733.0
2017-12-12 00:00:00,United Kingdom,9518.670000000011,10331.0
2017-12-13 00:00:00,Cyprus,2.38,34.0
2017-12-13 00:00:00,EIRE,153.41,359.0
2017-12-13 00:00:00,Italy,76.45,122.0
2017-12-13 00:00:00,Netherlands,37.25,76.0
2017-12-13 00:00:00,United Kingdom,15610.170000000273,13689.0
2017-12-14 00:00:00,EIRE,1606.5,1.0
2017-12-14 00:00:00,Germany,3.25,1.0
2017-12-14 00:00:00,Spain,10.17,41.0
2017-12-14 00:00:00,Switzerland,77.92,116.0
2017-12-14 00:00:00,United Kingdom,6003.739999999948,9346.0
2017-12-15 00:00:00,Australia,6.65,40.0
2017-12-15 00:00:00,Cyprus,448.88999999999976,501.0
2017-12-15 00:00:00,EIRE,733.6000000000001,1132.0
2017-12-15 00:00:00,Germany,105.39000000000001,109.0
2017-12-15 00:00:00,Netherlands,116.01000000000002,634.0
2017-12-15 00:00:00,United Kingdom,9560.020000000062,6557.0
2017-12-17 00:00:00,EIRE,5.95,0.0
2017-12-17 00:00:00,France,81.32999999999998,498.0
2017-12-17 00:00:00,Germany,66.0,134.0
2017-12-17 00:00:00,United Kingdom,1811.5100000000054,3381.0
2017-12-18 00:00:00,EIRE,77.69000000000003,408.0
2017-12-18 00:00:00,France,41.5,58.0
2017-12-18 00:00:00,Germany,76.67999999999999,273.0
2017-12-18 00:00:00,United Kingdom,2650.7099999999955,2473.0
2017-12-19 00:00:00,Austria,95.56,162.0
2017-12-19 00:00:00,United Kingdom,13254.540000000074,5056.0
2017-12-20 00:00:00,Germany,7.049999999999999,10.0
2017-12-20 00:00:00,Spain,680.9700000000007,1929.0
2017-12-20 00:00:00,United Kingdom,1580.2900000000013,1089.0
2018-01-01 00:00:00,EIRE,14.0,4.0
2018-01-01 00:00:00,Germany,16.29,8.0
2018-01-01 00:00:00,United Kingdom,1936.2600000000048,2993.0
2018-01-02 00:00:00,United Kingdom,3061.269999999997,5603.0
2018-01-03 00:00:00,United Kingdom,965.8500000000016,1994.0
2018-01-04 00:00:00,EIRE,466.54999999999995,1826.0
2018-01-04 00:00:00,France,55.99,495.0
2018-01-04 00:00:00,Germany,47.55,66.0
2018-01-04 00:00:00,Sweden,26.05,4.0
2018-01-04 00:00:00,United Kingdom,2777.019999999998,6108.0
2018-01-05 00:00:00,Belgium,121.40000000000002,200.0
2018-01-05 00:00:00,EIRE,2463.67,260.0
2018-01-05 00:00:00,France,501.1899999999998,1210.0
2018-01-05 00:00:00,United Kingdom,1893.6700000000042,3793.0
2018-01-07 00:00:00,Spain,110.54000000000003,238.0
2018-01-07 00:00:00,United Kingdom,1969.560000000007,4464.0
2018-01-08 00:00:00,Denmark,62.45000000000001,318.0
2018-01-08 00:00:00,EIRE,10.95,8.0
2018-01-08 00:00:00,Germany,111.49000000000001,213.0
2018-01-08 00:00:00,Netherlands,15.64,7.0
2018-01-08 00:00:00,Spain,1410.99,2.0
2018-01-08 00:00:00,USA,36.07,203.0
2018-01-08 00:00:00,United Kingdom,12781.810000000072,7931.0
2018-01-09 00:00:00,Germany,259.4499999999999,871.0
2018-01-09 00:00:00,USA,5.0,1.0
2018-01-09 00:00:00,United Kingdom,3535.1299999999956,4806.0
2018-01-10 00:00:00,Belgium,9.95,3.0
2018-01-10 00:00:00,EIRE,1874.42,9.0
2018-01-10 00:00:00,France,490.6199999999999,306.0
2018-01-10 00:00:00,Germany,144.57,347.0
2018-01-10 00:00:00,Spain,1410.99,7.0
2018-01-10 00:00:00,United Kingdom,7670.260000000009,5034.0
2018-01-11 00:00:00,Germany,154.91999999999996,334.0
2018-01-11 00:00:00,Greece,99.27000000000001,376.0
2018-01-11 00:00:00,United Kingdom,11974.440000000066,8905.0
2018-01-12 00:00:00,Belgium,203.3599999999999,452.0
2018-01-12 00:00:00,Finland,108.96000000000001,255.0
2018-01-12 00:00:00,Germany,23.27,26.0
2018-01-12 00:00:00,Japan,2.95,1.0
2018-01-12 00:00:00,Netherlands,47.15,85.0
2018-01-12 00:00:00,United Kingdom,1699.2700000000045,3715.0
2018-01-14 00:00:00,United Kingdom,3438.3099999999854,5700.0
2018-01-15 00:00:00,Channel Islands,221.79999999999995,172.0
2018-01-15 00:00:00,Germany,6.7,6.0
2018-01-15 00:00:00,United Kingdom,8679.83000000001,5934.0
2018-01-16 00:00:00,EIRE,209.52,320.0
2018-01-16 00:00:00,France,249.65999999999988,592.0
2018-01-16 00:00:00,Germany,3.64,4.0
2018-01-16 00:00:00,USA,257.53999999999974,375.0
2018-01-16 00:00:00,United Kingdom,7036.980999999999,7538.0
2018-01-16 00:00:00,Unspecified,90.35000000000002,95.0
2018-01-17 00:00:00,EIRE,2277.0199999999995,41.0
2018-01-17 00:00:00,Sweden,15.350000000000003,126.0
2018-01-17 00:00:00,United Kingdom,4729.539999999989,5001.0
2018-01-18 00:00:00,Denmark,2.0700000000000003,190.0
2018-01-18 00:00:00,EIRE,247.62999999999977,759.0
2018-01-18 00:00:00,Greece,202.83999999999995,515.0
2018-01-18 00:00:00,United Kingdom,3402.0599999999918,5824.0
2018-01-19 00:00:00,EIRE,3644.489999999998,930.0
2018-01-19 00:00:00,Germany,352.3099999999999,1161.0
2018-01-19 00:00:00,Netherlands,90.42000000000002,484.0
2018-01-19 00:00:00,Spain,124.46000000000001,226.0
2018-01-19 00:00:00,United Kingdom,5207.340000000002,5568.0
2018-01-21 00:00:00,Germany,104.06999999999998,332.0
2018-01-21 00:00:00,United Kingdom,3918.159999999978,5560.0
2018-01-22 00:00:00,EIRE,146.11999999999998,172.0
2018-01-22 00:00:00,Germany,34.7,22.0
2018-01-22 00:00:00,Greece,84.28000000000002,156.0
2018-01-22 00:00:00,United Kingdom,6752.709999999972,7339.0
2018-01-23 00:00:00,Belgium,28.5,45.0
2018-01-23 00:00:00,Cyprus,9.239999999999998,32.0
2018-01-23 00:00:00,EIRE,1682.4699999999998,13.0
2018-01-23 00:00:00,Finland,205.89,6.0
2018-01-23 00:00:00,France,121.66,273.0
2018-01-23 00:00:00,Germany,408.53,841.0
2018-01-23 00:00:00,Italy,39.67,1.0
2018-01-23 00:00:00,Netherlands,184.23999999999995,966.0
2018-01-23 00:00:00,Nigeria,27.82,1.0
2018-01-23 00:00:00,Portugal,130.85,3.0
2018-01-23 00:00:00,Spain,254.0,6.0
2018-01-23 00:00:00,United Kingdom,12331.510000000086,5821.0
2018-01-23 00:00:00,Unspecified,36.75,1.0
2018-01-24 00:00:00,Spain,107.84000000000005,356.0
2018-01-24 00:00:00,USA,18.999999999999996,143.0
2018-01-24 00:00:00,United Kingdom,6081.759999999987,6878.0
2018-01-24 00:00:00,Unspecified,176.94999999999993,272.0
2018-01-25 00:00:00,Channel Islands,7.95,0.0
2018-01-25 00:00:00,EIRE,182.51999999999992,524.0
2018-01-25 00:00:00,Germany,32.75,20.0
2018-01-25 00:00:00,United Kingdom,3580.9199999999873,7277.0
2018-01-26 00:00:00,Spain,29.25,13.0
2018-01-26 00:00:00,United Kingdom,23937.59099999995,6180.0
2018-01-28 00:00:00,EIRE,60.800000000000004,254.0
2018-01-28 00:00:00,France,45.910000000000004,264.0
2018-01-28 00:00:00,Germany,288.77999999999975,757.0
2018-01-28 00:00:00,Sweden,95.45,69.0
2018-01-28 00:00:00,United Kingdom,3462.619999999986,6146.0
2018-01-29 00:00:00,Germany,126.26000000000003,365.0
2018-01-29 00:00:00,Japan,25.61,56.0
2018-01-29 00:00:00,Malta,1781.6400000000012,321.0
2018-01-29 00:00:00,Portugal,83.57000000000001,192.0
2018-01-29 00:00:00,Spain,117.08000000000001,218.0
2018-01-29 00:00:00,United Kingdom,5286.950999999987,5185.0
2018-01-30 00:00:00,Bahrain,112.20000000000002,159.0
2018-01-30 00:00:00,EIRE,1545.5800000000022,999.0
2018-01-30 00:00:00,Germany,0.85,3.0
2018-01-30 00:00:00,United Kingdom,2957.8999999999896,5982.0
2018-01-31 00:00:00,France,99.84000000000002,266.0
2018-01-31 00:00:00,Germany,5.3,30.0
2018-01-31 00:00:00,Netherlands,41.5,66.0
2018-01-31 00:00:00,RSA,149.45999999999995,579.0
2018-01-31 00:00:00,Spain,2.5,12.0
2018-01-31 00:00:00,United Kingdom,5672.7909999999865,6276.0
2018-02-01 00:00:00,Austria,92.80000000000001,171.0
2018-02-01 00:00:00,France,51.0,1.0
2018-02-01 00:00:00,Germany,48.38000000000001,152.0
2018-02-01 00:00:00,United Kingdom,4645.71999999997,7915.0
2018-02-02 00:00:00,Germany,154.82999999999998,173.0
2018-02-02 00:00:00,United Kingdom,4173.32999999999,5383.0
2018-02-04 00:00:00,Belgium,35.95,87.0
2018-02-04 00:00:00,EIRE,65.28000000000002,436.0
2018-02-04 00:00:00,France,106.14999999999999,476.0
2018-02-04 00:00:00,Germany,43.1,43.0
2018-02-04 00:00:00,United Kingdom,2059.9800000000027,2761.0
2018-02-05 00:00:00,EIRE,865.3000000000001,132.0
2018-02-05 00:00:00,Germany,212.96999999999986,490.0
2018-02-05 00:00:00,United Arab Emirates,1117.7800000000004,750.0
2018-02-05 00:00:00,United Kingdom,4642.319999999985,5245.0
2018-02-06 00:00:00,Austria,129.57999999999998,162.0
2018-02-06 00:00:00,France,384.0299999999997,1558.0
2018-02-06 00:00:00,Germany,277.8099999999999,780.0
2018-02-06 00:00:00,United Kingdom,2815.789999999997,4454.0
2018-02-07 00:00:00,Germany,53.260000000000005,126.0
2018-02-07 00:00:00,Portugal,30.12,43.0
2018-02-07 00:00:00,Sweden,45.15,41.0
2018-02-07 00:00:00,United Kingdom,3983.15999999998,2764.0
2018-02-08 00:00:00,France,305.1499999999998,473.0
2018-02-08 00:00:00,Germany,41.8,138.0
2018-02-08 00:00:00,Switzerland,73.39,211.0
2018-02-08 00:00:00,United Kingdom,2480.8099999999986,3959.0
2018-02-09 00:00:00,France,112.49000000000001,152.0
2018-02-09 00:00:00,Germany,103.81999999999998,427.0
2018-02-09 00:00:00,United Arab Emirates,0.85,4.0
2018-02-09 00:00:00,United Kingdom,2792.809999999989,3570.0
2018-02-11 00:00:00,Australia,27.749999999999996,144.0
2018-02-11 00:00:00,EIRE,89.69000000000003,215.0
2018-02-11 00:00:00,United Kingdom,3437.549999999985,6119.0
2018-02-12 00:00:00,Belgium,3166.2299999999987,461.0
2018-02-12 00:00:00,Cyprus,231.63,282.0
2018-02-12 00:00:00,Denmark,7.950000000000003,412.0
2018-02-12 00:00:00,EIRE,28.770000000000003,40.0
2018-02-12 00:00:00,Germany,161.71999999999994,321.0
2018-02-12 00:00:00,United Kingdom,2084.441000000005,5475.0
2018-02-13 00:00:00,EIRE,138.18,241.0
2018-02-13 00:00:00,Germany,10.85,6.0
2018-02-13 00:00:00,Sweden,42.1,157.0
2018-02-13 00:00:00,United Kingdom,7831.599999999976,8774.0
2018-02-14 00:00:00,Denmark,1.75,11.0
2018-02-14 00:00:00,EIRE,386.05,909.0
2018-02-14 00:00:00,Germany,1.7,4.0
2018-02-14 00:00:00,United Kingdom,2971.8899999999912,5964.0
2018-02-15 00:00:00,EIRE,11.549999999999999,5.0
2018-02-15 00:00:00,Germany,20.560000000000006,102.0
2018-02-15 00:00:00,Netherlands,1091.53,681.0
2018-02-15 00:00:00,United Kingdom,3905.0299999999747,7601.0
2018-02-16 00:00:00,United Kingdom,7938.450000000003,5494.0
2018-02-18 00:00:00,Australia,16.88,132.0
2018-02-18 00:00:00,EIRE,178.85,295.0
2018-02-18 00:00:00,United Kingdom,3171.4009999999807,3924.0
2018-02-19 00:00:00,Australia,15.600000000000001,74.0
2018-02-19 00:00:00,Austria,14.6,106.0
2018-02-19 00:00:00,Cyprus,19.049999999999997,6.0
2018-02-19 00:00:00,EIRE,61.19,132.0
2018-02-19 00:00:00,France,1.25,2.0
2018-02-19 00:00:00,Germany,3.75,2.0
2018-02-19 00:00:00,United Arab Emirates,124.06,527.0
2018-02-19 00:00:00,United Kingdom,3491.9899999999875,7473.0
2018-02-20 00:00:00,France,223.2799999999999,494.0
2018-02-20 00:00:00,Germany,79.64999999999999,157.0
2018-02-20 00:00:00,Japan,71.07,61.0
2018-02-20 00:00:00,United Kingdom,3843.9399999999846,5877.0
2018-02-21 00:00:00,EIRE,427.7699999999999,907.0
2018-02-21 00:00:00,Netherlands,10.169999999999998,35.0
2018-02-21 00:00:00,Sweden,79.86000000000003,687.0
2018-02-21 00:00:00,United Kingdom,4674.940999999984,5321.0
2018-02-22 00:00:00,France,58.15,204.0
2018-02-22 00:00:00,Germany,70.58,64.0
2018-02-22 00:00:00,United Kingdom,5088.36999999996,9235.0
2018-02-23 00:00:00,Netherlands,71.84000000000002,76.0
2018-02-23 00:00:00,United Kingdom,7474.590999999987,4627.0
2018-02-25 00:00:00,Germany,127.30000000000001,290.0
2018-02-25 00:00:00,Spain,33.400000000000006,8.0
2018-02-25 00:00:00,United Kingdom,3800.0899999999765,5318.0
2018-02-26 00:00:00,France,92.27999999999999,336.0
2018-02-26 00:00:00,Netherlands,2.1,4.0
2018-02-26 00:00:00,Poland,27.929999999999996,157.0
2018-02-26 00:00:00,Spain,57.09000000000001,168.0
2018-02-26 00:00:00,United Kingdom,4292.199999999971,6374.0
2018-02-27 00:00:00,France,291.81000000000006,545.0
2018-02-27 00:00:00,Germany,71.40000000000002,118.0
2018-02-27 00:00:00,Netherlands,23.67,235.0
2018-02-27 00:00:00,Portugal,259.78999999999996,194.0
2018-02-27 00:00:00,United Kingdom,6257.639999999987,6471.0
2018-02-28 00:00:00,Belgium,200.0,1.0
2018-02-28 00:00:00,EIRE,271.15999999999997,1088.0
2018-02-28 00:00:00,France,68.93,161.0
2018-02-28 00:00:00,Germany,87.22,180.0
2018-02-28 00:00:00,Italy,48.43,99.0
2018-02-28 00:00:00,United Kingdom,5528.219999999962,8869.0
2018-03-01 00:00:00,Australia,51.74,136.0
2018-03-01 00:00:00,Cyprus,19.75,14.0
2018-03-01 00:00:00,EIRE,297.84000000000003,530.0
2018-03-01 00:00:00,France,40.65000000000001,106.0
2018-03-01 00:00:00,Switzerland,180.82999999999998,232.0
2018-03-01 00:00:00,United Kingdom,7018.009999999961,10659.0
2018-03-02 00:00:00,Belgium,173.59999999999994,337.0
2018-03-02 00:00:00,EIRE,11.13,179.0
2018-03-02 00:00:00,France,65.79,164.0
2018-03-02 00:00:00,Germany,127.99999999999997,311.0
2018-03-02 00:00:00,Greece,110.49000000000002,129.0
2018-03-02 00:00:00,United Kingdom,4574.199999999978,5336.0
2018-03-04 00:00:00,Germany,348.3199999999999,1077.0
2018-03-04 00:00:00,United Kingdom,5884.589999999963,7347.0
2018-03-05 00:00:00,Austria,51.739999999999995,92.0
2018-03-05 00:00:00,Cyprus,79.98000000000002,104.0
2018-03-05 00:00:00,France,11.500000000000002,9.0
2018-03-05 00:00:00,Germany,105.00999999999999,233.0
2018-03-05 00:00:00,Italy,59.300000000000004,351.0
2018-03-05 00:00:00,Netherlands,27.700000000000006,101.0
2018-03-05 00:00:00,Portugal,7.95,4.0
2018-03-05 00:00:00,United Kingdom,9343.649999999949,8016.0
2018-03-06 00:00:00,EIRE,69.25,14.0
2018-03-06 00:00:00,France,145.36999999999995,391.0
2018-03-06 00:00:00,Germany,181.36999999999995,43.0
2018-03-06 00:00:00,Spain,79.75999999999999,243.0
2018-03-06 00:00:00,Sweden,97.0,130.0
2018-03-06 00:00:00,United Kingdom,6179.929999999971,6259.0
2018-03-07 00:00:00,EIRE,189.00999999999996,202.0
2018-03-07 00:00:00,France,12.7,8.0
2018-03-07 00:00:00,Germany,81.4,173.0
2018-03-07 00:00:00,Sweden,103.89999999999999,192.0
2018-03-07 00:00:00,United Kingdom,5986.599999999977,7997.0
2018-03-08 00:00:00,Netherlands,69.55000000000003,261.0
2018-03-08 00:00:00,United Kingdom,5351.309999999986,6396.0
2018-03-09 00:00:00,Denmark,38.67000000000001,159.0
2018-03-09 00:00:00,EIRE,174.55999999999995,316.0
2018-03-09 00:00:00,France,109.45000000000005,143.0
2018-03-09 00:00:00,Germany,1.9500000000000002,2.0
2018-03-09 00:00:00,Netherlands,88.97999999999999,394.0
2018-03-09 00:00:00,United Kingdom,3330.480000000002,4337.0
2018-03-11 00:00:00,Netherlands,53.81,343.0
2018-03-11 00:00:00,United Kingdom,1763.770000000003,2621.0
2018-03-12 00:00:00,EIRE,281.16999999999973,495.0
2018-03-12 00:00:00,France,131.40999999999997,456.0
2018-03-12 00:00:00,Germany,42.1,54.0
2018-03-12 00:00:00,Japan,18.400000000000002,55.0
2018-03-12 00:00:00,Netherlands,1.65,24.0
2018-03-12 00:00:00,Sweden,17.0,1.0
2018-03-12 00:00:00,United Kingdom,7081.800999999985,5966.0
2018-03-13 00:00:00,Cyprus,5.07,23.0
2018-03-13 00:00:00,EIRE,3.75,4.0
2018-03-13 00:00:00,Germany,175.73,371.0
2018-03-13 00:00:00,Sweden,5.8500000000000005,27.0
2018-03-13 00:00:00,United Kingdom,5005.4999999999745,6804.0
2018-03-14 00:00:00,Denmark,1.9,109.0
2018-03-14 00:00:00,EIRE,113.53000000000002,112.0
2018-03-14 00:00:00,Germany,106.4,519.0
2018-03-14 00:00:00,United Kingdom,4041.6699999999687,7133.0
2018-03-15 00:00:00,Bermuda,84.70000000000005,361.0
2018-03-15 00:00:00,EIRE,215.43999999999988,328.0
2018-03-15 00:00:00,France,168.37999999999988,505.0
2018-03-15 00:00:00,Germany,155.65999999999997,496.0
2018-03-15 00:00:00,United Kingdom,5826.539999999972,8140.0
2018-03-16 00:00:00,Bahrain,75.9,70.0
2018-03-16 00:00:00,Channel Islands,934.66,2.0
2018-03-16 00:00:00,EIRE,260.5099999999998,415.0
2018-03-16 00:00:00,Norway,33628.549999999996,11.0
2018-03-16 00:00:00,Sweden,113.44999999999997,134.0
2018-03-16 00:00:00,Switzerland,78.51,196.0
2018-03-16 00:00:00,United Kingdom,13837.489999999993,6393.0
2018-03-18 00:00:00,Cyprus,79.05,177.0
2018-03-18 00:00:00,Netherlands,26.699999999999996,56.0
2018-03-18 00:00:00,United Kingdom,3901.469999999978,6689.0
2018-03-19 00:00:00,EIRE,90.57000000000002,315.0
2018-03-19 00:00:00,Germany,142.02999999999997,340.0
2018-03-19 00:00:00,Greece,2.95,1.0
2018-03-19 00:00:00,Sweden,72.02,132.0
2018-03-19 00:00:00,United Kingdom,6293.399999999969,7552.0
2018-03-20 00:00:00,Australia,2.9,24.0
2018-03-20 00:00:00,Bahrain,8.5,16.0
2018-03-20 00:00:00,Cyprus,97.03000000000002,177.0
2018-03-20 00:00:00,EIRE,107.75000000000001,100.0
2018-03-20 00:00:00,Germany,11.45,6.0
2018-03-20 00:00:00,Portugal,7.5,5.0
2018-03-20 00:00:00,United Kingdom,52280.03999999941,6213.0
2018-03-21 00:00:00,Austria,40.0,1.0
2018-03-21 00:00:00,EIRE,1972.2800000000007,122.0
2018-03-21 00:00:00,France,102.56999999999998,344.0
2018-03-21 00:00:00,Germany,25.39,87.0
2018-03-21 00:00:00,Portugal,156.48999999999998,669.0
2018-03-21 00:00:00,United Arab Emirates,114.48000000000002,641.0
2018-03-21 00:00:00,United Kingdom,6807.4799999999805,7029.0
2018-03-22 00:00:00,Austria,173.82999999999998,191.0
2018-03-22 00:00:00,EIRE,369.5299999999997,543.0
2018-03-22 00:00:00,France,26.620000000000005,100.0
2018-03-22 00:00:00,Germany,152.20000000000002,298.0
2018-03-22 00:00:00,Netherlands,33.940000000000005,59.0
2018-03-22 00:00:00,Spain,139.23000000000002,332.0
2018-03-22 00:00:00,United Kingdom,18308.93000000013,8640.0
2018-03-23 00:00:00,EIRE,164.94999999999996,222.0
2018-03-23 00:00:00,France,24.8,4.0
2018-03-23 00:00:00,Germany,377.1300000000001,792.0
2018-03-23 00:00:00,Netherlands,530.1200000000001,708.0
2018-03-23 00:00:00,United Kingdom,4234.210000000001,5995.0
2018-03-25 00:00:00,United Kingdom,4761.22999999998,9368.0
2018-03-26 00:00:00,Bahrain,4.25,4.0
2018-03-26 00:00:00,Germany,2.1,3.0
2018-03-26 00:00:00,Spain,28.02,33.0
2018-03-26 00:00:00,United Kingdom,8582.629999999968,9488.0
2018-03-27 00:00:00,Channel Islands,17.780000000000005,167.0
2018-03-27 00:00:00,EIRE,365.5699999999999,559.0
2018-03-27 00:00:00,France,12.399999999999999,11.0
2018-03-27 00:00:00,United Kingdom,7089.399999999958,9317.0
2018-03-28 00:00:00,Germany,29.549999999999997,3.0
2018-03-28 00:00:00,Spain,7.8500000000000005,10.0
2018-03-28 00:00:00,United Kingdom,7832.739999999961,8976.0
2018-03-29 00:00:00,Belgium,63.370000000000005,85.0
2018-03-29 00:00:00,France,60.1,271.0
2018-03-29 00:00:00,Germany,361.7299999999999,1048.0
2018-03-29 00:00:00,Netherlands,44.95999999999999,323.0
2018-03-29 00:00:00,United Kingdom,6173.909999999965,7777.0
2018-04-03 00:00:00,United Kingdom,3815.87999999997,5547.0
2018-04-03 00:00:00,Unspecified,59.220000000000006,86.0
2018-04-04 00:00:00,EIRE,74.54000000000002,122.0
2018-04-04 00:00:00,France,19.080000000000002,87.0
2018-04-04 00:00:00,Germany,79.94999999999999,302.0
2018-04-04 00:00:00,Japan,2.75,2.0
2018-04-04 00:00:00,Sweden,55.65,660.0
2018-04-04 00:00:00,United Kingdom,4675.699999999969,6649.0
2018-04-05 00:00:00,Australia,10.83,111.0
2018-04-05 00:00:00,Germany,72.35000000000001,125.0
2018-04-05 00:00:00,Netherlands,34.400000000000006,136.0
2018-04-05 00:00:00,United Kingdom,7155.569999999963,10736.0
2018-04-06 00:00:00,France,96.05000000000001,211.0
2018-04-06 00:00:00,Germany,213.88999999999993,733.0
2018-04-06 00:00:00,Netherlands,55.800000000000004,145.0
2018-04-06 00:00:00,United Kingdom,3124.4299999999903,4327.0
2018-04-08 00:00:00,Germany,120.31000000000002,730.0
2018-04-08 00:00:00,Switzerland,89.75,230.0
2018-04-08 00:00:00,United Kingdom,2992.3699999999935,5379.0
2018-04-09 00:00:00,Belgium,8.5,1.0
2018-04-09 00:00:00,Channel Islands,236.78,320.0
2018-04-09 00:00:00,Cyprus,7.9,5.0
2018-04-09 00:00:00,EIRE,153.23999999999998,521.0
2018-04-09 00:00:00,Germany,431.641,415.0
2018-04-09 00:00:00,Switzerland,4.25,4.0
2018-04-09 00:00:00,United Kingdom,2668.159999999992,5430.0
2018-04-10 00:00:00,EIRE,98.62000000000002,516.0
2018-04-10 00:00:00,Netherlands,42.150000000000006,102.0
2018-04-10 00:00:00,Spain,128.27000000000004,192.0
2018-04-10 00:00:00,United Kingdom,4001.2199999999807,5945.0
2018-04-11 00:00:00,EIRE,130.95999999999998,526.0
2018-04-11 00:00:00,France,196.16000000000003,437.0
2018-04-11 00:00:00,Germany,120.09000000000002,312.0
2018-04-11 00:00:00,Spain,12.75,4.0
2018-04-11 00:00:00,United Kingdom,3009.919999999994,6374.0
2018-04-12 00:00:00,Germany,41.97,192.0
2018-04-12 00:00:00,Spain,37.86000000000001,83.0
2018-04-12 00:00:00,United Kingdom,24186.760000000093,7243.0
2018-04-13 00:00:00,Belgium,136.82000000000005,445.0
2018-04-13 00:00:00,France,2.76,72.0
2018-04-13 00:00:00,Germany,94.07000000000001,131.0
2018-04-13 00:00:00,Netherlands,70.99999999999997,258.0
2018-04-13 00:00:00,Sweden,26.86,319.0
2018-04-13 00:00:00,United Kingdom,2220.370000000004,4618.0
2018-04-15 00:00:00,Belgium,54.35,168.0
2018-04-15 00:00:00,Italy,660.86,4.0
2018-04-15 00:00:00,Netherlands,32.790000000000006,68.0
